county,date,ML,Low_90,High_90,Low_50,High_50,state,fips,cases
Ocean,2020-03-13,4.0,1.58,8.290000000000001,2.83,5.57,New Jersey,34029.0,1
Ocean,2020-03-14,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,New Jersey,34029.0,1
Ocean,2020-03-15,3.98,1.7,7.3,2.98,5.32,New Jersey,34029.0,2
Ocean,2020-03-16,4.36,2.07,7.34,3.42,5.64,New Jersey,34029.0,3
Ocean,2020-03-17,4.22,2.16,6.65,3.3200000000000003,5.2,New Jersey,34029.0,4
Ocean,2020-03-18,4.11,2.27,6.12,3.42,5.03,New Jersey,34029.0,16
Ocean,2020-03-19,4.11,2.5100000000000002,5.8100000000000005,3.5100000000000002,4.88,New Jersey,34029.0,33
Ocean,2020-03-20,3.81,2.45,5.23,3.31,4.46,New Jersey,34029.0,49
Ocean,2020-03-21,3.56,2.36,4.74,3.09,4.07,New Jersey,34029.0,62
Ocean,2020-03-22,3.21,2.2,4.28,2.86,3.72,New Jersey,34029.0,102
Ocean,2020-03-23,3.34,2.43,4.26,2.96,3.71,New Jersey,34029.0,144
Ocean,2020-03-24,3.2600000000000002,2.46,4.0600000000000005,2.97,3.63,New Jersey,34029.0,180
Ocean,2020-03-25,3.17,2.48,3.89,2.91,3.49,New Jersey,34029.0,222
Ocean,2020-03-26,3.0,2.37,3.62,2.79,3.31,New Jersey,34029.0,389
Ocean,2020-03-27,2.71,2.16,3.3000000000000003,2.5100000000000002,2.98,New Jersey,34029.0,484
Ocean,2020-03-28,2.41,1.9100000000000001,2.97,2.25,2.69,New Jersey,34029.0,624
Ocean,2020-03-29,2.18,1.7,2.7,1.99,2.4,New Jersey,34029.0,759
Ocean,2020-03-30,1.96,1.48,2.44,1.8,2.2,New Jersey,34029.0,874
Ocean,2020-03-31,1.95,1.5,2.43,1.81,2.2,New Jersey,34029.0,1022
Ocean,2020-04-01,2.0,1.57,2.47,1.85,2.22,New Jersey,34029.0,1209
Ocean,2020-04-02,1.95,1.54,2.4,1.82,2.18,New Jersey,34029.0,1371
Ocean,2020-04-03,1.85,1.45,2.2800000000000002,1.69,2.0300000000000002,New Jersey,34029.0,1685
Ocean,2020-04-04,1.68,1.3,2.11,1.53,1.86,New Jersey,34029.0,2003
Ocean,2020-04-05,1.45,1.06,1.85,1.33,1.6600000000000001,New Jersey,34029.0,2177
Ocean,2020-04-06,1.3,0.92,1.71,1.18,1.51,New Jersey,34029.0,2374
Ocean,2020-04-07,1.1300000000000001,0.74,1.53,1.01,1.34,New Jersey,34029.0,2641
Ocean,2020-04-08,1.0,0.6,1.4000000000000001,0.85,1.18,New Jersey,34029.0,2856
Ocean,2020-04-09,0.91,0.51,1.32,0.79,1.1300000000000001,New Jersey,34029.0,3093
Ocean,2020-04-10,0.71,0.32,1.1500000000000001,0.56,0.9,New Jersey,34029.0,3269
Ocean,2020-04-11,0.6,0.2,1.04,0.45,0.8,New Jersey,34029.0,3403
Ocean,2020-04-12,0.59,0.18,1.04,0.44,0.8,New Jersey,34029.0,3554
Ocean,2020-04-13,0.73,0.28,1.17,0.58,0.9500000000000001,New Jersey,34029.0,3593
Ocean,2020-04-14,0.9400000000000001,0.51,1.41,0.79,1.16,New Jersey,34029.0,3833
Ocean,2020-04-15,1.1500000000000001,0.72,1.6,0.97,1.33,New Jersey,34029.0,4016
Ocean,2020-04-16,1.27,0.85,1.71,1.1400000000000001,1.5,New Jersey,34029.0,4272
Passaic,2020-03-08,,,,,,New Jersey,34031.0,1
Passaic,2020-03-09,,,,,,New Jersey,34031.0,1
Passaic,2020-03-10,,,,,,New Jersey,34031.0,1
Passaic,2020-03-11,,,,,,New Jersey,34031.0,1
Passaic,2020-03-12,,,,,,New Jersey,34031.0,1
Passaic,2020-03-13,4.0,1.58,8.290000000000001,2.83,5.57,New Jersey,34031.0,2
Passaic,2020-03-14,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,New Jersey,34031.0,2
Passaic,2020-03-15,3.98,1.7,7.3,2.98,5.32,New Jersey,34031.0,5
Passaic,2020-03-16,4.36,2.07,7.34,3.42,5.64,New Jersey,34031.0,8
Passaic,2020-03-17,4.22,2.16,6.65,3.3200000000000003,5.2,New Jersey,34031.0,10
Passaic,2020-03-18,4.11,2.27,6.12,3.42,5.03,New Jersey,34031.0,18
Passaic,2020-03-19,3.96,2.37,5.66,3.38,4.75,New Jersey,34031.0,38
Passaic,2020-03-20,3.7600000000000002,2.39,5.2,3.22,4.38,New Jersey,34031.0,49
Passaic,2020-03-21,3.71,2.5,4.91,3.29,4.29,New Jersey,34031.0,67
Passaic,2020-03-22,3.46,2.46,4.54,3.12,3.98,New Jersey,34031.0,95
Passaic,2020-03-23,3.45,2.57,4.37,3.12,3.86,New Jersey,34031.0,141
Passaic,2020-03-24,3.25,2.5,4.07,3.0,3.65,New Jersey,34031.0,216
Passaic,2020-03-25,3.06,2.4,3.79,2.82,3.39,New Jersey,34031.0,255
Passaic,2020-03-26,2.97,2.37,3.61,2.75,3.2600000000000002,New Jersey,34031.0,399
Passaic,2020-03-27,2.88,2.35,3.47,2.68,3.14,New Jersey,34031.0,484
Passaic,2020-03-28,2.73,2.24,3.2600000000000002,2.56,2.98,New Jersey,34031.0,608
Passaic,2020-03-29,2.5500000000000003,2.1,3.04,2.4,2.79,New Jersey,34031.0,831
Passaic,2020-03-30,2.31,1.8800000000000001,2.7600000000000002,2.13,2.49,New Jersey,34031.0,1091
Passaic,2020-03-31,2.22,1.82,2.66,2.09,2.44,New Jersey,34031.0,1294
Passaic,2020-04-01,2.2600000000000002,1.8800000000000001,2.68,2.13,2.46,New Jersey,34031.0,1494
Passaic,2020-04-02,2.22,1.85,2.6,2.09,2.4,New Jersey,34031.0,1750
Passaic,2020-04-03,2.2,1.85,2.56,2.05,2.34,New Jersey,34031.0,2216
Passaic,2020-04-04,2.0,1.68,2.36,1.8800000000000001,2.16,New Jersey,34031.0,2856
Passaic,2020-04-05,1.6600000000000001,1.34,2.0,1.54,1.81,New Jersey,34031.0,3227
Passaic,2020-04-06,1.3,0.99,1.6500000000000001,1.18,1.45,New Jersey,34031.0,3756
Passaic,2020-04-07,0.96,0.65,1.32,0.86,1.1400000000000001,New Jersey,34031.0,4101
Passaic,2020-04-08,0.72,0.4,1.09,0.58,0.86,New Jersey,34031.0,4372
Passaic,2020-04-09,0.67,0.33,1.04,0.54,0.8300000000000001,New Jersey,34031.0,4690
Passaic,2020-04-10,0.68,0.33,1.06,0.55,0.85,New Jersey,34031.0,5017
Passaic,2020-04-11,0.86,0.5,1.23,0.73,1.03,New Jersey,34031.0,5295
Passaic,2020-04-12,1.01,0.66,1.3900000000000001,0.88,1.18,New Jersey,34031.0,5590
Passaic,2020-04-13,1.22,0.87,1.59,1.11,1.41,New Jersey,34031.0,5950
Passaic,2020-04-14,1.32,0.97,1.67,1.2,1.49,New Jersey,34031.0,6438
Passaic,2020-04-15,1.37,1.05,1.74,1.23,1.51,New Jersey,34031.0,6750
Passaic,2020-04-16,1.3800000000000001,1.06,1.73,1.28,1.56,New Jersey,34031.0,7317
Pike,2020-03-12,,,,,,Pennsylvania,42103.0,1
Pike,2020-03-13,,,,,,Pennsylvania,42103.0,1
Pike,2020-03-14,,,,,,Pennsylvania,42103.0,1
Pike,2020-03-15,,,,,,Pennsylvania,42103.0,1
Pike,2020-03-16,,,,,,Pennsylvania,42103.0,1
Pike,2020-03-17,,,,,,Pennsylvania,42103.0,1
Pike,2020-03-18,,,,,,Pennsylvania,42103.0,2
Pike,2020-03-19,,,,,,Pennsylvania,42103.0,3
Pike,2020-03-20,,,,,,Pennsylvania,42103.0,3
Pike,2020-03-21,,,,,,Pennsylvania,42103.0,3
Pike,2020-03-22,4.0,1.58,8.290000000000001,2.83,5.57,Pennsylvania,42103.0,3
Pike,2020-03-23,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,Pennsylvania,42103.0,3
Pike,2020-03-24,4.47,1.98,7.97,3.42,5.94,Pennsylvania,42103.0,4
Pike,2020-03-25,4.13,1.93,6.8500000000000005,3.2,5.2700000000000005,Pennsylvania,42103.0,9
Pike,2020-03-26,3.79,1.86,6.07,3.04,4.8100000000000005,Pennsylvania,42103.0,15
Pike,2020-03-27,3.5,1.76,5.46,2.83,4.38,Pennsylvania,42103.0,23
Pike,2020-03-28,3.09,1.57,4.8500000000000005,2.5,3.87,Pennsylvania,42103.0,27
Pike,2020-03-29,2.82,1.41,4.42,2.23,3.48,Pennsylvania,42103.0,33
Pike,2020-03-30,2.73,1.41,4.26,2.19,3.37,Pennsylvania,42103.0,39
Pike,2020-03-31,2.64,1.33,4.0200000000000005,2.17,3.29,Pennsylvania,42103.0,48
Pike,2020-04-01,2.63,1.3800000000000001,3.94,2.16,3.22,Pennsylvania,42103.0,57
Pike,2020-04-02,2.58,1.4000000000000001,3.8200000000000003,2.13,3.13,Pennsylvania,42103.0,68
Pike,2020-04-03,2.44,1.33,3.61,2.0100000000000002,2.95,Pennsylvania,42103.0,83
Pike,2020-04-04,2.25,1.18,3.34,1.84,2.73,Pennsylvania,42103.0,97
Pike,2020-04-05,2.11,1.11,3.19,1.76,2.62,Pennsylvania,42103.0,114
Pike,2020-04-06,1.99,1.01,3.02,1.6400000000000001,2.47,Pennsylvania,42103.0,125
Pike,2020-04-07,1.94,0.99,2.95,1.61,2.42,Pennsylvania,42103.0,136
Pike,2020-04-08,1.8900000000000001,0.97,2.88,1.57,2.36,Pennsylvania,42103.0,148
Pike,2020-04-09,1.84,0.93,2.79,1.53,2.3000000000000003,Pennsylvania,42103.0,163
Pike,2020-04-10,1.75,0.86,2.68,1.43,2.18,Pennsylvania,42103.0,190
Pike,2020-04-11,1.68,0.81,2.6,1.3800000000000001,2.12,Pennsylvania,42103.0,208
Pike,2020-04-12,1.61,0.74,2.5,1.32,2.05,Pennsylvania,42103.0,212
Pike,2020-04-13,1.55,0.7000000000000001,2.44,1.26,1.98,Pennsylvania,42103.0,221
Pike,2020-04-14,1.46,0.63,2.36,1.1500000000000001,1.86,Pennsylvania,42103.0,256
Pike,2020-04-15,1.42,0.59,2.31,1.1300000000000001,1.84,Pennsylvania,42103.0,268
Pike,2020-04-16,1.3900000000000001,0.55,2.2600000000000002,1.04,1.74,Pennsylvania,42103.0,276
Putnam,2020-03-15,,,,,,New York,36079.0,2
Putnam,2020-03-16,,,,,,New York,36079.0,2
Putnam,2020-03-17,,,,,,New York,36079.0,2
Putnam,2020-03-18,4.0,1.58,8.290000000000001,2.83,5.57,New York,36079.0,2
Putnam,2020-03-19,4.47,1.94,7.91,3.37,5.88,New York,36079.0,2
Putnam,2020-03-20,4.2700000000000005,2.14,6.94,3.4,5.42,New York,36079.0,7
Putnam,2020-03-21,4.37,2.42,6.48,3.63,5.33,New York,36079.0,22
Putnam,2020-03-22,3.73,2.16,5.46,3.09,4.46,New York,36079.0,37
Putnam,2020-03-23,3.31,1.93,4.76,2.82,4.0,New York,36079.0,45
Putnam,2020-03-24,2.93,1.73,4.24,2.48,3.52,New York,36079.0,67
Putnam,2020-03-25,2.66,1.57,3.86,2.27,3.22,New York,36079.0,84
Putnam,2020-03-26,2.4,1.35,3.47,2.0300000000000002,2.91,New York,36079.0,94
Putnam,2020-03-27,2.21,1.24,3.25,1.85,2.68,New York,36079.0,111
Putnam,2020-03-28,2.11,1.18,3.11,1.79,2.59,New York,36079.0,131
Putnam,2020-03-29,2.02,1.12,2.98,1.71,2.48,New York,36079.0,144
Putnam,2020-03-30,1.99,1.11,2.91,1.6500000000000001,2.39,New York,36079.0,167
Putnam,2020-03-31,1.82,0.99,2.74,1.52,2.24,New York,36079.0,186
Putnam,2020-04-01,1.81,0.99,2.7,1.49,2.19,New York,36079.0,207
Putnam,2020-04-02,1.79,0.99,2.66,1.51,2.2,New York,36079.0,236
Putnam,2020-04-03,1.76,0.98,2.61,1.48,2.15,New York,36079.0,236
Putnam,2020-04-04,1.73,0.97,2.56,1.43,2.08,New York,36079.0,283
Putnam,2020-04-05,1.7,0.96,2.5100000000000002,1.44,2.08,New York,36079.0,314
Putnam,2020-04-06,1.6400000000000001,0.89,2.4,1.35,1.97,New York,36079.0,345
Putnam,2020-04-07,1.6400000000000001,0.92,2.4,1.3800000000000001,1.99,New York,36079.0,366
Putnam,2020-04-08,1.53,0.81,2.2600000000000002,1.28,1.8800000000000001,New York,36079.0,403
Putnam,2020-04-09,1.41,0.72,2.16,1.1500000000000001,1.74,New York,36079.0,438
Putnam,2020-04-10,1.25,0.55,1.98,1.0,1.59,New York,36079.0,487
Putnam,2020-04-11,1.1400000000000001,0.45,1.8900000000000001,0.88,1.47,New York,36079.0,494
Putnam,2020-04-12,1.05,0.34,1.78,0.8,1.4000000000000001,New York,36079.0,497
Putnam,2020-04-13,1.01,0.29,1.74,0.77,1.3800000000000001,New York,36079.0,502
Putnam,2020-04-14,0.98,0.25,1.71,0.74,1.36,New York,36079.0,558
Putnam,2020-04-15,0.98,0.26,1.74,0.68,1.3,New York,36079.0,571
Putnam,2020-04-16,0.9500000000000001,0.22,1.7,0.68,1.31,New York,36079.0,573
Rockland,2020-03-06,,,,,,New York,36087.0,2
Rockland,2020-03-07,4.0,1.58,8.290000000000001,2.83,5.57,New York,36087.0,2
Rockland,2020-03-08,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,New York,36087.0,2
Rockland,2020-03-09,3.56,1.49,6.71,2.65,4.82,New York,36087.0,4
Rockland,2020-03-10,3.41,1.42,6.2700000000000005,2.5300000000000002,4.55,New York,36087.0,6
Rockland,2020-03-11,3.29,1.42,6.01,2.45,4.36,New York,36087.0,6
Rockland,2020-03-12,3.18,1.36,5.74,2.44,4.2700000000000005,New York,36087.0,7
Rockland,2020-03-13,3.36,1.51,5.9,2.5300000000000002,4.36,New York,36087.0,9
Rockland,2020-03-14,3.17,1.3900000000000001,5.46,2.44,4.14,New York,36087.0,12
Rockland,2020-03-15,3.23,1.42,5.36,2.54,4.19,New York,36087.0,13
Rockland,2020-03-16,3.41,1.67,5.47,2.75,4.34,New York,36087.0,16
Rockland,2020-03-17,3.93,2.21,5.8,3.23,4.72,New York,36087.0,22
Rockland,2020-03-18,5.19,3.69,6.74,4.66,5.92,New York,36087.0,30
Rockland,2020-03-19,5.57,4.43,6.68,5.17,6.1000000000000005,New York,36087.0,53
Rockland,2020-03-20,4.98,4.15,5.8500000000000005,4.68,5.38,New York,36087.0,101
Rockland,2020-03-21,4.12,3.45,4.82,3.85,4.41,New York,36087.0,262
Rockland,2020-03-22,3.72,3.15,4.3,3.54,4.0200000000000005,New York,36087.0,455
Rockland,2020-03-23,3.11,2.63,3.65,2.94,3.36,New York,36087.0,592
Rockland,2020-03-24,2.72,2.2800000000000002,3.21,2.5500000000000003,2.93,New York,36087.0,671
Rockland,2020-03-25,2.5100000000000002,2.1,2.97,2.37,2.73,New York,36087.0,1069
Rockland,2020-03-26,2.31,1.92,2.74,2.18,2.52,New York,36087.0,1197
Rockland,2020-03-27,2.14,1.77,2.5500000000000003,2.0,2.32,New York,36087.0,1457
Rockland,2020-03-28,1.99,1.62,2.37,1.86,2.17,New York,36087.0,1896
Rockland,2020-03-29,1.78,1.42,2.15,1.6400000000000001,1.94,New York,36087.0,2209
Rockland,2020-03-30,1.71,1.37,2.09,1.6,1.9000000000000001,New York,36087.0,2511
Rockland,2020-03-31,1.6500000000000001,1.31,2.0100000000000002,1.53,1.82,New York,36087.0,2863
Rockland,2020-04-01,1.6300000000000001,1.29,1.97,1.5,1.78,New York,36087.0,3321
Rockland,2020-04-02,1.6300000000000001,1.32,1.99,1.53,1.81,New York,36087.0,3751
Rockland,2020-04-03,1.51,1.19,1.84,1.4000000000000001,1.67,New York,36087.0,4289
Rockland,2020-04-04,1.28,0.96,1.6,1.18,1.45,New York,36087.0,4872
Rockland,2020-04-05,1.04,0.73,1.3800000000000001,0.9400000000000001,1.21,New York,36087.0,5362
Rockland,2020-04-06,0.79,0.48,1.1400000000000001,0.67,0.9400000000000001,New York,36087.0,5703
Rockland,2020-04-07,0.68,0.36,1.04,0.5700000000000001,0.85,New York,36087.0,5990
Rockland,2020-04-08,0.66,0.32,1.01,0.55,0.84,New York,36087.0,6413
Rockland,2020-04-09,0.7000000000000001,0.37,1.08,0.5700000000000001,0.86,New York,36087.0,6665
Rockland,2020-04-10,0.74,0.38,1.09,0.64,0.9400000000000001,New York,36087.0,7122
Rockland,2020-04-11,0.77,0.42,1.1400000000000001,0.66,0.96,New York,36087.0,7477
Rockland,2020-04-12,0.65,0.3,1.03,0.52,0.8200000000000001,New York,36087.0,7721
Rockland,2020-04-13,0.63,0.27,1.01,0.52,0.8300000000000001,New York,36087.0,7965
Rockland,2020-04-14,0.58,0.21,0.96,0.44,0.75,New York,36087.0,8335
Rockland,2020-04-15,0.62,0.24,1.01,0.49,0.81,New York,36087.0,8474
Rockland,2020-04-16,0.6900000000000001,0.3,1.08,0.53,0.85,New York,36087.0,8752
Somerset,2020-03-16,4.0,1.58,8.290000000000001,2.83,5.57,New Jersey,34035.0,4
Somerset,2020-03-17,3.18,1.41,5.69,2.4,4.19,New Jersey,34035.0,6
Somerset,2020-03-18,3.0100000000000002,1.42,5.13,2.38,3.94,New Jersey,34035.0,15
Somerset,2020-03-19,2.85,1.4000000000000001,4.71,2.2,3.58,New Jersey,34035.0,20
Somerset,2020-03-20,2.71,1.31,4.3100000000000005,2.09,3.34,New Jersey,34035.0,27
Somerset,2020-03-21,2.91,1.57,4.42,2.41,3.6,New Jersey,34035.0,34
Somerset,2020-03-22,2.84,1.62,4.21,2.34,3.41,New Jersey,34035.0,51
Somerset,2020-03-23,2.95,1.8,4.16,2.5500000000000003,3.5300000000000002,New Jersey,34035.0,67
Somerset,2020-03-24,2.91,1.8900000000000001,4.01,2.48,3.35,New Jersey,34035.0,102
Somerset,2020-03-25,2.79,1.85,3.75,2.48,3.27,New Jersey,34035.0,117
Somerset,2020-03-26,2.57,1.73,3.46,2.24,2.95,New Jersey,34035.0,179
Somerset,2020-03-27,2.39,1.62,3.22,2.11,2.77,New Jersey,34035.0,222
Somerset,2020-03-28,2.21,1.49,2.99,1.96,2.58,New Jersey,34035.0,258
Somerset,2020-03-29,2.1,1.4000000000000001,2.82,1.87,2.46,New Jersey,34035.0,295
Somerset,2020-03-30,2.0,1.35,2.71,1.76,2.32,New Jersey,34035.0,349
Somerset,2020-03-31,1.98,1.34,2.64,1.76,2.3000000000000003,New Jersey,34035.0,413
Somerset,2020-04-01,2.02,1.43,2.68,1.78,2.29,New Jersey,34035.0,472
Somerset,2020-04-02,1.98,1.4000000000000001,2.59,1.77,2.2600000000000002,New Jersey,34035.0,549
Somerset,2020-04-03,1.86,1.3,2.44,1.6600000000000001,2.13,New Jersey,34035.0,641
Somerset,2020-04-04,1.78,1.26,2.37,1.61,2.07,New Jersey,34035.0,765
Somerset,2020-04-05,1.73,1.22,2.3000000000000003,1.52,1.96,New Jersey,34035.0,833
Somerset,2020-04-06,1.7,1.21,2.2600000000000002,1.51,1.94,New Jersey,34035.0,902
Somerset,2020-04-07,1.75,1.27,2.29,1.58,2.0,New Jersey,34035.0,1033
Somerset,2020-04-08,1.73,1.24,2.22,1.58,1.99,New Jersey,34035.0,1189
Somerset,2020-04-09,1.6500000000000001,1.2,2.16,1.51,1.9100000000000001,New Jersey,34035.0,1335
Somerset,2020-04-10,1.46,1.01,1.95,1.31,1.7,New Jersey,34035.0,1523
Somerset,2020-04-11,1.22,0.78,1.72,1.07,1.46,New Jersey,34035.0,1642
Somerset,2020-04-12,1.0,0.52,1.46,0.84,1.23,New Jersey,34035.0,1732
Somerset,2020-04-13,0.88,0.4,1.36,0.72,1.12,New Jersey,34035.0,1809
Somerset,2020-04-14,0.81,0.33,1.31,0.65,1.06,New Jersey,34035.0,1911
Somerset,2020-04-15,0.84,0.34,1.34,0.63,1.04,New Jersey,34035.0,2001
Somerset,2020-04-16,0.88,0.4,1.42,0.71,1.1300000000000001,New Jersey,34035.0,2103
Suffolk,2020-03-08,4.0,1.58,8.290000000000001,2.83,5.57,New York,36103.0,1
Suffolk,2020-03-09,4.89,2.13,8.98,3.7,6.59,New York,36103.0,1
Suffolk,2020-03-10,4.3500000000000005,2.0300000000000002,7.28,3.34,5.55,New York,36103.0,1
Suffolk,2020-03-11,4.21,2.16,6.640000000000001,3.37,5.25,New York,36103.0,6
Suffolk,2020-03-12,3.9,2.09,5.89,3.2,4.79,New York,36103.0,21
Suffolk,2020-03-13,3.43,1.87,5.13,2.84,4.2,New York,36103.0,29
Suffolk,2020-03-14,3.22,1.81,4.73,2.64,3.85,New York,36103.0,41
Suffolk,2020-03-15,3.11,1.83,4.48,2.64,3.74,New York,36103.0,47
Suffolk,2020-03-16,3.12,1.95,4.36,2.71,3.71,New York,36103.0,63
Suffolk,2020-03-17,3.81,2.75,4.88,3.44,4.32,New York,36103.0,84
Suffolk,2020-03-18,4.46,3.61,5.3500000000000005,4.17,4.89,New York,36103.0,116
Suffolk,2020-03-19,4.65,3.98,5.3500000000000005,4.38,4.94,New York,36103.0,178
Suffolk,2020-03-20,4.4,3.87,4.96,4.21,4.66,New York,36103.0,371
Suffolk,2020-03-21,3.9,3.47,4.38,3.7600000000000002,4.14,New York,36103.0,662
Suffolk,2020-03-22,3.31,2.91,3.7,3.18,3.5100000000000002,New York,36103.0,1034
Suffolk,2020-03-23,2.7800000000000002,2.44,3.17,2.66,2.96,New York,36103.0,1458
Suffolk,2020-03-24,2.39,2.06,2.75,2.25,2.5300000000000002,New York,36103.0,1880
Suffolk,2020-03-25,2.15,1.84,2.5,2.0300000000000002,2.3000000000000003,New York,36103.0,2260
Suffolk,2020-03-26,2.09,1.77,2.4,1.97,2.23,New York,36103.0,2735
Suffolk,2020-03-27,2.0300000000000002,1.74,2.35,1.92,2.17,New York,36103.0,3385
Suffolk,2020-03-28,1.97,1.69,2.27,1.87,2.11,New York,36103.0,4138
Suffolk,2020-03-29,1.84,1.57,2.13,1.74,1.97,New York,36103.0,5023
Suffolk,2020-03-30,1.72,1.45,1.99,1.6400000000000001,1.87,New York,36103.0,5791
Suffolk,2020-03-31,1.68,1.43,1.96,1.59,1.81,New York,36103.0,6713
Suffolk,2020-04-01,1.8800000000000001,1.6300000000000001,2.14,1.79,2.0,New York,36103.0,7605
Suffolk,2020-04-02,1.74,1.51,2.0,1.6500000000000001,1.85,New York,36103.0,8746
Suffolk,2020-04-03,1.7,1.47,1.94,1.6300000000000001,1.83,New York,36103.0,10154
Suffolk,2020-04-04,1.43,1.2,1.6600000000000001,1.35,1.54,New York,36103.0,12328
Suffolk,2020-04-05,0.98,0.77,1.24,0.89,1.08,New York,36103.0,12933
Suffolk,2020-04-06,0.76,0.54,1.02,0.6900000000000001,0.89,New York,36103.0,14473
Suffolk,2020-04-07,0.65,0.41000000000000003,0.9,0.55,0.75,New York,36103.0,15561
Suffolk,2020-04-08,0.67,0.43,0.93,0.6,0.81,New York,36103.0,15844
Suffolk,2020-04-09,0.98,0.74,1.24,0.91,1.12,New York,36103.0,17413
Suffolk,2020-04-10,0.9500000000000001,0.72,1.22,0.88,1.09,New York,36103.0,18692
Suffolk,2020-04-11,0.89,0.65,1.1500000000000001,0.8200000000000001,1.03,New York,36103.0,19883
Suffolk,2020-04-12,0.81,0.56,1.06,0.73,0.9400000000000001,New York,36103.0,20816
Suffolk,2020-04-13,0.56,0.32,0.84,0.46,0.67,New York,36103.0,21643
Suffolk,2020-04-14,0.5700000000000001,0.32,0.85,0.49,0.71,New York,36103.0,22462
Suffolk,2020-04-15,0.67,0.41000000000000003,0.9500000000000001,0.56,0.78,New York,36103.0,23278
Suffolk,2020-04-16,0.8200000000000001,0.55,1.09,0.74,0.97,New York,36103.0,24182
Sussex,2020-03-19,4.0,1.58,8.290000000000001,2.83,5.57,New Jersey,34037.0,2
Sussex,2020-03-20,3.4,1.5,6.3100000000000005,2.6,4.61,New Jersey,34037.0,3
Sussex,2020-03-21,3.09,1.3900000000000001,5.51,2.33,4.05,New Jersey,34037.0,6
Sussex,2020-03-22,3.08,1.42,5.2700000000000005,2.35,3.96,New Jersey,34037.0,12
Sussex,2020-03-23,3.2,1.55,5.19,2.58,4.11,New Jersey,34037.0,15
Sussex,2020-03-24,3.17,1.6500000000000001,4.98,2.57,3.96,New Jersey,34037.0,18
Sussex,2020-03-25,3.18,1.77,4.8100000000000005,2.6,3.86,New Jersey,34037.0,27
Sussex,2020-03-26,2.98,1.7,4.42,2.5,3.63,New Jersey,34037.0,49
Sussex,2020-03-27,2.79,1.62,4.09,2.34,3.36,New Jersey,34037.0,65
Sussex,2020-03-28,2.56,1.46,3.72,2.18,3.12,New Jersey,34037.0,81
Sussex,2020-03-29,2.38,1.35,3.46,1.99,2.86,New Jersey,34037.0,93
Sussex,2020-03-30,2.24,1.29,3.29,1.85,2.67,New Jersey,34037.0,113
Sussex,2020-03-31,2.21,1.28,3.18,1.84,2.62,New Jersey,34037.0,132
Sussex,2020-04-01,2.13,1.24,3.0500000000000003,1.82,2.57,New Jersey,34037.0,158
Sussex,2020-04-02,2.05,1.19,2.92,1.71,2.42,New Jersey,34037.0,179
Sussex,2020-04-03,1.94,1.1400000000000001,2.81,1.6600000000000001,2.35,New Jersey,34037.0,210
Sussex,2020-04-04,1.8800000000000001,1.09,2.7,1.56,2.22,New Jersey,34037.0,236
Sussex,2020-04-05,1.79,1.01,2.57,1.48,2.12,New Jersey,34037.0,267
Sussex,2020-04-06,1.71,0.9500000000000001,2.47,1.46,2.09,New Jersey,34037.0,292
Sussex,2020-04-07,1.62,0.88,2.37,1.3800000000000001,2.0,New Jersey,34037.0,331
Sussex,2020-04-08,1.57,0.86,2.33,1.27,1.87,New Jersey,34037.0,357
Sussex,2020-04-09,1.5,0.8,2.25,1.26,1.86,New Jersey,34037.0,392
Sussex,2020-04-10,1.43,0.73,2.16,1.18,1.77,New Jersey,34037.0,413
Sussex,2020-04-11,1.36,0.65,2.07,1.12,1.71,New Jersey,34037.0,456
Sussex,2020-04-12,1.29,0.6,2.02,1.01,1.59,New Jersey,34037.0,483
Sussex,2020-04-13,1.2,0.52,1.94,0.92,1.5,New Jersey,34037.0,508
Sussex,2020-04-14,1.1500000000000001,0.45,1.87,0.92,1.51,New Jersey,34037.0,535
Sussex,2020-04-15,1.08,0.39,1.82,0.8300000000000001,1.42,New Jersey,34037.0,551
Sussex,2020-04-16,1.05,0.36,1.8,0.81,1.41,New Jersey,34037.0,578
Union,2020-03-09,,,,,,New Jersey,34039.0,1
Union,2020-03-10,,,,,,New Jersey,34039.0,1
Union,2020-03-11,,,,,,New Jersey,34039.0,1
Union,2020-03-12,,,,,,New Jersey,34039.0,1
Union,2020-03-13,4.0,1.58,8.290000000000001,2.83,5.57,New Jersey,34039.0,1
Union,2020-03-14,4.25,1.81,8.120000000000001,3.18,5.8100000000000005,New Jersey,34039.0,1
Union,2020-03-15,4.64,2.16,7.87,3.62,6.03,New Jersey,34039.0,4
Union,2020-03-16,4.08,2.0300000000000002,6.6000000000000005,3.23,5.15,New Jersey,34039.0,8
Union,2020-03-17,3.68,1.9000000000000001,5.8,2.94,4.57,New Jersey,34039.0,22
Union,2020-03-18,3.72,2.07,5.59,3.1,4.57,New Jersey,34039.0,26
Union,2020-03-19,3.8200000000000003,2.2800000000000002,5.39,3.23,4.5200000000000005,New Jersey,34039.0,29
Union,2020-03-20,4.0200000000000005,2.71,5.39,3.56,4.67,New Jersey,34039.0,43
Union,2020-03-21,3.79,2.69,4.94,3.4,4.33,New Jersey,34039.0,81
Union,2020-03-22,3.42,2.49,4.42,3.04,3.83,New Jersey,34039.0,124
Union,2020-03-23,3.29,2.47,4.15,2.98,3.67,New Jersey,34039.0,189
