state,date,ML,Low_90,High_90,Low_50,High_50,cases
Nevada,2020-03-28,2.07,1.58,2.61,1.9100000000000001,2.34,738
Nevada,2020-03-29,1.8800000000000001,1.3900000000000001,2.38,1.71,2.12,920
Nevada,2020-03-30,1.72,1.26,2.23,1.56,1.96,1044
Nevada,2020-03-31,1.58,1.11,2.06,1.4000000000000001,1.79,1113
Nevada,2020-04-01,1.53,1.07,2.0100000000000002,1.37,1.76,1279
Nevada,2020-04-02,1.43,0.98,1.9100000000000001,1.25,1.6300000000000001,1458
Nevada,2020-04-03,1.35,0.9,1.82,1.19,1.57,1549
Nevada,2020-04-04,1.26,0.8200000000000001,1.74,1.1,1.48,1758
Nevada,2020-04-05,1.18,0.74,1.6600000000000001,1.02,1.4000000000000001,1880
Nevada,2020-04-06,1.1400000000000001,0.7000000000000001,1.62,0.98,1.36,1971
Nevada,2020-04-07,1.17,0.73,1.6500000000000001,1.02,1.4000000000000001,2101
Nevada,2020-04-08,1.1300000000000001,0.7000000000000001,1.62,0.98,1.36,2318
Nevada,2020-04-09,1.12,0.67,1.58,0.98,1.36,2456
Nevada,2020-04-10,1.11,0.66,1.57,0.96,1.34,2606
Nevada,2020-04-11,1.02,0.5700000000000001,1.48,0.87,1.25,2720
Nevada,2020-04-12,0.9,0.46,1.3800000000000001,0.75,1.1300000000000001,2860
Nevada,2020-04-13,0.86,0.41000000000000003,1.34,0.68,1.06,3036
Nevada,2020-04-14,0.86,0.41000000000000003,1.35,0.71,1.1,3137
Nevada,2020-04-15,0.87,0.41000000000000003,1.36,0.7000000000000001,1.09,3212
Nevada,2020-04-16,0.91,0.45,1.41,0.72,1.11,3321
Nevada,2020-04-17,0.9,0.44,1.4000000000000001,0.75,1.1500000000000001,3524
Nevada,2020-04-18,0.91,0.44,1.4000000000000001,0.76,1.16,3626
Nevada,2020-04-19,0.89,0.43,1.4000000000000001,0.73,1.1300000000000001,3741
Nevada,2020-04-20,0.84,0.37,1.34,0.67,1.07,3830
Nevada,2020-04-21,0.76,0.29,1.27,0.61,1.02,3937
New Hampshire,2020-03-02,,,,,,1
New Hampshire,2020-03-03,,,,,,2
New Hampshire,2020-03-04,,,,,,2
New Hampshire,2020-03-05,,,,,,2
New Hampshire,2020-03-06,,,,,,2
New Hampshire,2020-03-07,4.0,1.58,8.290000000000001,2.83,5.57,4
New Hampshire,2020-03-08,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,4
New Hampshire,2020-03-09,3.56,1.49,6.71,2.65,4.82,4
New Hampshire,2020-03-10,3.41,1.42,6.2700000000000005,2.5300000000000002,4.55,5
New Hampshire,2020-03-11,3.29,1.42,6.01,2.45,4.36,5
New Hampshire,2020-03-12,3.18,1.36,5.74,2.44,4.2700000000000005,6
New Hampshire,2020-03-13,3.36,1.51,5.9,2.5300000000000002,4.36,7
New Hampshire,2020-03-14,3.41,1.57,5.7700000000000005,2.69,4.45,7
New Hampshire,2020-03-15,3.36,1.61,5.53,2.68,4.32,13
New Hampshire,2020-03-16,3.44,1.73,5.4,2.7600000000000002,4.29,17
New Hampshire,2020-03-17,3.21,1.6300000000000001,4.94,2.62,4.0,26
New Hampshire,2020-03-18,3.13,1.69,4.74,2.5100000000000002,3.77,39
New Hampshire,2020-03-19,2.79,1.46,4.23,2.31,3.46,44
New Hampshire,2020-03-20,2.74,1.49,4.09,2.21,3.2800000000000002,55
New Hampshire,2020-03-21,2.57,1.41,3.84,2.11,3.11,65
New Hampshire,2020-03-22,2.5,1.4000000000000001,3.69,2.05,2.99,78
New Hampshire,2020-03-23,2.42,1.37,3.5300000000000002,2.0300000000000002,2.92,101
New Hampshire,2020-03-24,2.38,1.3800000000000001,3.42,2.0100000000000002,2.85,108
New Hampshire,2020-03-25,2.2800000000000002,1.34,3.27,1.8800000000000001,2.67,137
New Hampshire,2020-03-26,2.27,1.3800000000000001,3.21,1.92,2.67,158
New Hampshire,2020-03-27,2.23,1.3800000000000001,3.11,1.9000000000000001,2.61,187
New Hampshire,2020-03-28,2.2800000000000002,1.46,3.09,1.97,2.64,214
New Hampshire,2020-03-29,2.21,1.46,3.0,1.9000000000000001,2.5300000000000002,258
New Hampshire,2020-03-30,2.16,1.46,2.92,1.9100000000000001,2.5100000000000002,314
New Hampshire,2020-03-31,2.07,1.3900000000000001,2.77,1.83,2.4,367
New Hampshire,2020-04-01,1.99,1.35,2.67,1.72,2.2600000000000002,415
New Hampshire,2020-04-02,1.85,1.23,2.5,1.6,2.12,479
New Hampshire,2020-04-03,1.72,1.1300000000000001,2.37,1.51,2.02,540
New Hampshire,2020-04-04,1.55,0.96,2.17,1.35,1.85,621
New Hampshire,2020-04-05,1.3900000000000001,0.8,2.0,1.2,1.7,669
New Hampshire,2020-04-06,1.22,0.63,1.83,1.03,1.53,715
New Hampshire,2020-04-07,1.11,0.51,1.72,0.9,1.4000000000000001,747
New Hampshire,2020-04-08,1.06,0.47000000000000003,1.7,0.86,1.37,788
New Hampshire,2020-04-09,1.09,0.48,1.72,0.87,1.3800000000000001,819
New Hampshire,2020-04-10,1.12,0.52,1.77,0.87,1.3800000000000001,885
New Hampshire,2020-04-11,1.16,0.56,1.81,0.92,1.43,929
New Hampshire,2020-04-12,1.18,0.5700000000000001,1.81,0.96,1.47,985
New Hampshire,2020-04-13,1.21,0.6,1.83,1.01,1.52,1020
New Hampshire,2020-04-14,1.22,0.62,1.84,0.99,1.49,1091
New Hampshire,2020-04-15,1.26,0.68,1.8900000000000001,1.06,1.56,1139
New Hampshire,2020-04-16,1.25,0.66,1.85,1.04,1.53,1211
New Hampshire,2020-04-17,1.21,0.64,1.82,1.02,1.51,1287
New Hampshire,2020-04-18,1.12,0.56,1.74,0.89,1.37,1342
New Hampshire,2020-04-19,1.07,0.51,1.69,0.8300000000000001,1.31,1392
New Hampshire,2020-04-20,0.98,0.41000000000000003,1.59,0.79,1.28,1447
New Hampshire,2020-04-21,0.93,0.36,1.55,0.72,1.21,1491
New Jersey,2020-03-04,4.0,1.58,8.290000000000001,2.83,5.57,1
New Jersey,2020-03-05,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,2
New Jersey,2020-03-06,3.98,1.7,7.3,2.98,5.32,4
New Jersey,2020-03-07,3.6,1.6,6.4,2.74,4.75,4
New Jersey,2020-03-08,3.63,1.69,6.2,2.8000000000000003,4.69,6
New Jersey,2020-03-09,3.54,1.6600000000000001,5.78,2.8000000000000003,4.53,11
New Jersey,2020-03-10,3.6,1.85,5.67,2.93,4.53,15
New Jersey,2020-03-11,3.65,2.0300000000000002,5.5,2.98,4.42,23
New Jersey,2020-03-12,3.63,2.11,5.18,3.1,4.38,29
New Jersey,2020-03-13,3.74,2.41,5.1000000000000005,3.22,4.33,50
New Jersey,2020-03-14,3.91,2.8000000000000003,5.1000000000000005,3.52,4.47,75
New Jersey,2020-03-15,4.03,3.1,5.01,3.71,4.5,98
New Jersey,2020-03-16,4.2700000000000005,3.48,5.03,3.99,4.63,176
New Jersey,2020-03-17,3.95,3.3200000000000003,4.6000000000000005,3.73,4.26,268
New Jersey,2020-03-18,3.77,3.25,4.33,3.6,4.05,427
New Jersey,2020-03-19,3.6,3.13,4.05,3.43,3.81,735
New Jersey,2020-03-20,3.54,3.15,3.95,3.4,3.73,896
New Jersey,2020-03-21,3.35,3.0,3.7,3.23,3.52,1336
New Jersey,2020-03-22,3.0100000000000002,2.69,3.3200000000000003,2.9,3.16,1914
New Jersey,2020-03-23,3.11,2.84,3.42,3.02,3.2600000000000002,2844
New Jersey,2020-03-24,3.0100000000000002,2.7600000000000002,3.2800000000000002,2.93,3.15,3675
New Jersey,2020-03-25,2.87,2.64,3.11,2.8000000000000003,3.0,4402
New Jersey,2020-03-26,2.61,2.41,2.85,2.54,2.72,6876
New Jersey,2020-03-27,2.39,2.2,2.61,2.33,2.5,8825
New Jersey,2020-03-28,2.0,1.82,2.21,1.93,2.09,11124
New Jersey,2020-03-29,1.83,1.6400000000000001,2.0100000000000002,1.78,1.94,13386
New Jersey,2020-03-30,1.59,1.4000000000000001,1.76,1.52,1.67,16636
New Jersey,2020-03-31,1.6600000000000001,1.48,1.83,1.6,1.75,18696
New Jersey,2020-04-01,1.68,1.51,1.85,1.61,1.75,22255
New Jersey,2020-04-02,1.59,1.43,1.76,1.54,1.68,25590
New Jersey,2020-04-03,1.4000000000000001,1.24,1.56,1.36,1.5,29895
New Jersey,2020-04-04,1.24,1.09,1.41,1.17,1.3,34124
New Jersey,2020-04-05,0.93,0.78,1.1,0.89,1.03,37505
New Jersey,2020-04-06,0.8300000000000001,0.68,1.01,0.79,0.93,41090
New Jersey,2020-04-07,0.78,0.62,0.9500000000000001,0.73,0.87,44416
New Jersey,2020-04-08,0.87,0.7000000000000001,1.03,0.8200000000000001,0.96,47437
New Jersey,2020-04-09,1.03,0.87,1.2,0.98,1.12,51027
New Jersey,2020-04-10,1.0,0.84,1.17,0.9500000000000001,1.09,54588
New Jersey,2020-04-11,1.08,0.92,1.25,1.03,1.17,58151
New Jersey,2020-04-12,0.93,0.77,1.1,0.88,1.02,61850
New Jersey,2020-04-13,0.96,0.79,1.12,0.9,1.04,64584
New Jersey,2020-04-14,0.93,0.77,1.1,0.88,1.02,68824
New Jersey,2020-04-15,0.93,0.77,1.11,0.87,1.01,71030
New Jersey,2020-04-16,1.0,0.84,1.18,0.9400000000000001,1.08,75317
New Jersey,2020-04-17,1.07,0.9,1.23,1.02,1.16,78467
New Jersey,2020-04-18,1.03,0.86,1.19,0.97,1.11,81420
New Jersey,2020-04-19,1.1400000000000001,0.98,1.31,1.09,1.23,85301
New Jersey,2020-04-20,1.03,0.87,1.2,0.98,1.12,88806
New Jersey,2020-04-21,1.09,0.93,1.26,1.04,1.18,92387
New Mexico,2020-03-11,4.0,1.58,8.290000000000001,2.83,5.57,4
New Mexico,2020-03-12,3.4,1.5,6.3100000000000005,2.6,4.61,6
New Mexico,2020-03-13,3.09,1.3900000000000001,5.51,2.33,4.05,10
New Mexico,2020-03-14,2.87,1.27,4.99,2.24,3.8000000000000003,13
New Mexico,2020-03-15,2.71,1.21,4.67,2.13,3.58,17
New Mexico,2020-03-16,2.74,1.26,4.61,2.15,3.5500000000000003,21
New Mexico,2020-03-17,2.58,1.18,4.32,2.0300000000000002,3.34,23
New Mexico,2020-03-18,2.72,1.27,4.34,2.16,3.44,28
New Mexico,2020-03-19,2.64,1.31,4.21,2.07,3.27,35
New Mexico,2020-03-20,2.66,1.36,4.11,2.15,3.29,43
New Mexico,2020-03-21,2.62,1.35,3.93,2.15,3.22,57
New Mexico,2020-03-22,2.47,1.29,3.7,2.05,3.0500000000000003,65
New Mexico,2020-03-23,2.42,1.33,3.61,2.0,2.94,83
New Mexico,2020-03-24,2.47,1.41,3.56,2.1,2.99,100
New Mexico,2020-03-25,2.46,1.49,3.5100000000000002,2.09,2.92,112
New Mexico,2020-03-26,2.41,1.48,3.36,2.09,2.87,136
New Mexico,2020-03-27,2.29,1.41,3.17,2.0,2.73,191
New Mexico,2020-03-28,2.19,1.3900000000000001,3.06,1.9100000000000001,2.6,208
New Mexico,2020-03-29,2.09,1.32,2.9,1.8,2.45,237
New Mexico,2020-03-30,1.97,1.23,2.74,1.69,2.31,281
New Mexico,2020-03-31,1.96,1.24,2.69,1.71,2.31,315
New Mexico,2020-04-01,1.95,1.25,2.64,1.67,2.24,363
New Mexico,2020-04-02,1.95,1.31,2.65,1.72,2.27,403
New Mexico,2020-04-03,1.8900000000000001,1.25,2.5300000000000002,1.67,2.2,495
New Mexico,2020-04-04,1.8900000000000001,1.3,2.54,1.67,2.18,543
New Mexico,2020-04-05,1.79,1.2,2.39,1.57,2.06,624
New Mexico,2020-04-06,1.78,1.2,2.35,1.59,2.07,686
New Mexico,2020-04-07,1.72,1.18,2.3000000000000003,1.52,1.98,794
New Mexico,2020-04-08,1.68,1.16,2.25,1.5,1.95,865
New Mexico,2020-04-09,1.56,1.02,2.08,1.3800000000000001,1.82,989
New Mexico,2020-04-10,1.46,0.96,2.0100000000000002,1.26,1.69,1091
New Mexico,2020-04-11,1.3,0.79,1.83,1.12,1.55,1174
New Mexico,2020-04-12,1.19,0.68,1.72,1.01,1.44,1245
New Mexico,2020-04-13,1.11,0.61,1.6600000000000001,0.92,1.35,1345
New Mexico,2020-04-14,1.12,0.6,1.6500000000000001,0.91,1.34,1407
New Mexico,2020-04-15,1.16,0.63,1.68,0.9400000000000001,1.37,1484
New Mexico,2020-04-16,1.1500000000000001,0.65,1.7,0.96,1.3900000000000001,1597
New Mexico,2020-04-17,1.1400000000000001,0.64,1.69,0.9500000000000001,1.3800000000000001,1711
New Mexico,2020-04-18,1.1300000000000001,0.62,1.6600000000000001,0.9500000000000001,1.3800000000000001,1798
New Mexico,2020-04-19,1.1,0.6,1.6400000000000001,0.93,1.36,1845
New Mexico,2020-04-20,1.1,0.6,1.6400000000000001,0.93,1.36,1971
New Mexico,2020-04-21,1.11,0.59,1.62,0.9400000000000001,1.37,2072
New York,2020-03-01,4.0,1.58,8.290000000000001,2.83,5.57,1
New York,2020-03-02,4.47,1.94,7.91,3.37,5.88,1
New York,2020-03-03,4.2700000000000005,2.14,6.94,3.4,5.42,2
New York,2020-03-04,4.61,2.62,6.72,3.8200000000000003,5.53,11
New York,2020-03-05,4.25,2.62,5.91,3.67,5.04,22
New York,2020-03-06,3.81,2.49,5.21,3.2800000000000002,4.4,44
New York,2020-03-07,3.43,2.31,4.63,3.0300000000000002,3.99,89
New York,2020-03-08,3.06,2.06,4.09,2.71,3.5500000000000003,106
New York,2020-03-09,2.96,2.07,3.89,2.63,3.38,142
New York,2020-03-10,2.88,2.09,3.73,2.61,3.29,173
New York,2020-03-11,3.0300000000000002,2.32,3.79,2.79,3.4,217
New York,2020-03-12,3.0100000000000002,2.38,3.69,2.7800000000000002,3.3200000000000003,326
New York,2020-03-13,2.96,2.39,3.56,2.74,3.22,421
New York,2020-03-14,3.0,2.5,3.5500000000000003,2.81,3.24,610
New York,2020-03-15,3.45,3.0100000000000002,3.93,3.29,3.67,732
New York,2020-03-16,4.12,3.75,4.5200000000000005,4.0,4.32,950
New York,2020-03-17,4.68,4.38,5.0,4.59,4.8500000000000005,1374
New York,2020-03-18,4.5,4.26,4.76,4.43,4.64,2382
New York,2020-03-19,4.16,3.97,4.39,4.08,4.25,4152
New York,2020-03-20,3.65,3.48,3.84,3.59,3.74,7102
New York,2020-03-21,2.99,2.84,3.17,2.94,3.08,10356
New York,2020-03-22,2.61,2.46,2.7600000000000002,2.56,2.69,15168
New York,2020-03-23,2.14,2.0,2.2800000000000002,2.1,2.22,20875
New York,2020-03-24,1.75,1.61,1.8800000000000001,1.71,1.83,25665
New York,2020-03-25,1.6500000000000001,1.52,1.79,1.6,1.71,33066
New York,2020-03-26,1.4000000000000001,1.27,1.53,1.36,1.47,38987
New York,2020-03-27,1.33,1.21,1.47,1.29,1.4000000000000001,44635
New York,2020-03-28,1.3800000000000001,1.25,1.5,1.34,1.45,53363
New York,2020-03-29,1.28,1.17,1.42,1.23,1.33,59568
New York,2020-03-30,1.35,1.23,1.47,1.3,1.4000000000000001,67174
New York,2020-03-31,1.3900000000000001,1.28,1.52,1.36,1.46,75832
New York,2020-04-01,1.44,1.33,1.56,1.4000000000000001,1.5,83889
New York,2020-04-02,1.4000000000000001,1.29,1.51,1.35,1.44,92770
New York,2020-04-03,1.22,1.11,1.33,1.17,1.26,102870
New York,2020-04-04,1.05,0.9400000000000001,1.16,1.01,1.1,114996
New York,2020-04-05,0.93,0.8200000000000001,1.04,0.88,0.97,122911
New York,2020-04-06,0.93,0.81,1.03,0.88,0.97,130703
New York,2020-04-07,1.03,0.91,1.1300000000000001,0.98,1.07,140081
New York,2020-04-08,1.11,1.0,1.22,1.07,1.16,149401
New York,2020-04-09,1.17,1.07,1.29,1.1300000000000001,1.22,159937
New York,2020-04-10,0.9500000000000001,0.84,1.06,0.91,1.0,170512
New York,2020-04-11,0.6900000000000001,0.5700000000000001,0.79,0.66,0.76,180458
New York,2020-04-12,0.72,0.61,0.84,0.6900000000000001,0.79,188694
New York,2020-04-13,0.75,0.64,0.87,0.72,0.8200000000000001,195031
New York,2020-04-14,0.89,0.78,1.01,0.86,0.96,202208
New York,2020-04-15,0.97,0.86,1.09,0.9400000000000001,1.04,213779
New York,2020-04-16,0.88,0.77,1.01,0.84,0.9400000000000001,222284
New York,2020-04-17,0.64,0.52,0.76,0.6,0.7000000000000001,229642
New York,2020-04-18,0.33,0.21,0.46,0.3,0.41000000000000003,236763
New York,2020-04-19,0.16,0.04,0.29,0.12,0.23,242817
New York,2020-04-20,0.28,0.15,0.43,0.24,0.36,247543
New York,2020-04-21,0.38,0.25,0.54,0.34,0.46,251720
North Carolina,2020-03-03,,,,,,1
North Carolina,2020-03-04,,,,,,1
North Carolina,2020-03-05,,,,,,1
North Carolina,2020-03-06,4.0,1.58,8.290000000000001,2.83,5.57,2
North Carolina,2020-03-07,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,2
North Carolina,2020-03-08,3.56,1.49,6.71,2.65,4.82,2
North Carolina,2020-03-09,3.77,1.67,6.82,2.8000000000000003,4.95,7
North Carolina,2020-03-10,3.47,1.52,6.07,2.69,4.6000000000000005,7
North Carolina,2020-03-11,3.5100000000000002,1.6400000000000001,5.97,2.68,4.49,8
North Carolina,2020-03-12,3.44,1.6300000000000001,5.63,2.75,4.43,16
North Carolina,2020-03-13,3.12,1.45,5.05,2.5100000000000002,4.0200000000000005,18
North Carolina,2020-03-14,3.06,1.5,4.89,2.4,3.81,25
North Carolina,2020-03-15,3.1,1.62,4.83,2.48,3.81,32
North Carolina,2020-03-16,3.17,1.75,4.74,2.63,3.87,34
North Carolina,2020-03-17,3.41,2.08,4.82,2.88,4.01,42
North Carolina,2020-03-18,3.44,2.2600000000000002,4.68,3.02,4.0200000000000005,66
North Carolina,2020-03-19,3.47,2.44,4.55,3.09,3.96,104
North Carolina,2020-03-20,3.2,2.29,4.13,2.88,3.64,144
North Carolina,2020-03-21,2.99,2.19,3.83,2.65,3.3200000000000003,184
North Carolina,2020-03-22,2.92,2.2,3.67,2.68,3.29,269
North Carolina,2020-03-23,2.75,2.1,3.43,2.5300000000000002,3.08,303
North Carolina,2020-03-24,2.62,2.0300000000000002,3.25,2.39,2.89,399
North Carolina,2020-03-25,2.54,2.0,3.13,2.36,2.83,563
North Carolina,2020-03-26,2.4,1.9000000000000001,2.95,2.2,2.63,638
North Carolina,2020-03-27,2.24,1.77,2.7600000000000002,2.08,2.49,783
North Carolina,2020-03-28,2.1,1.6400000000000001,2.58,1.95,2.34,972
North Carolina,2020-03-29,1.82,1.3800000000000001,2.29,1.68,2.06,1167
North Carolina,2020-03-30,1.7,1.27,2.16,1.56,1.93,1304
North Carolina,2020-03-31,1.57,1.16,2.04,1.42,1.78,1528
North Carolina,2020-04-01,1.57,1.1500000000000001,2.0100000000000002,1.44,1.8,1582
North Carolina,2020-04-02,1.57,1.17,2.02,1.43,1.78,1857
North Carolina,2020-04-03,1.61,1.22,2.05,1.46,1.8,2093
North Carolina,2020-04-04,1.59,1.21,2.02,1.44,1.77,2402
North Carolina,2020-04-05,1.54,1.16,1.95,1.42,1.75,2585
North Carolina,2020-04-06,1.37,1.01,1.79,1.24,1.56,2870
North Carolina,2020-04-07,1.25,0.88,1.6500000000000001,1.1300000000000001,1.45,3220
North Carolina,2020-04-08,1.21,0.84,1.61,1.09,1.41,3423
North Carolina,2020-04-09,1.18,0.81,1.58,1.06,1.3800000000000001,3651
North Carolina,2020-04-10,1.1500000000000001,0.76,1.52,1.03,1.35,3906
North Carolina,2020-04-11,1.08,0.7000000000000001,1.46,0.96,1.28,4310
North Carolina,2020-04-12,0.97,0.61,1.3800000000000001,0.85,1.17,4520
North Carolina,2020-04-13,0.9,0.52,1.29,0.77,1.09,4788
North Carolina,2020-04-14,0.92,0.54,1.32,0.78,1.1,4992
North Carolina,2020-04-15,0.99,0.61,1.3900000000000001,0.84,1.16,5123
North Carolina,2020-04-16,1.21,0.84,1.62,1.07,1.3900000000000001,5463
North Carolina,2020-04-17,1.29,0.93,1.69,1.18,1.5,5859
North Carolina,2020-04-18,1.24,0.88,1.6300000000000001,1.11,1.42,6140
North Carolina,2020-04-19,1.1400000000000001,0.78,1.52,1.02,1.33,6493
North Carolina,2020-04-20,0.9500000000000001,0.58,1.32,0.8300000000000001,1.1400000000000001,6764
North Carolina,2020-04-21,0.8,0.44,1.2,0.66,0.97,6951
North Dakota,2020-03-11,,,,,,1
North Dakota,2020-03-12,,,,,,1
North Dakota,2020-03-13,,,,,,1
North Dakota,2020-03-14,,,,,,1
North Dakota,2020-03-15,4.0,1.58,8.290000000000001,2.83,5.57,1
North Dakota,2020-03-16,4.25,1.81,8.120000000000001,3.18,5.8100000000000005,1
North Dakota,2020-03-17,4.18,1.87,7.29,3.2,5.48,5
North Dakota,2020-03-18,4.2700000000000005,2.11,6.92,3.34,5.36,7
North Dakota,2020-03-19,3.56,1.79,5.73,2.84,4.49,19
North Dakota,2020-03-20,3.16,1.58,5.0600000000000005,2.47,3.92,27
North Dakota,2020-03-21,2.75,1.31,4.45,2.18,3.49,28
North Dakota,2020-03-22,2.61,1.23,4.22,2.1,3.35,30
North Dakota,2020-03-23,2.49,1.18,4.0600000000000005,2.0100000000000002,3.21,32
North Dakota,2020-03-24,2.61,1.26,4.09,2.12,3.3000000000000003,36
North Dakota,2020-03-25,2.7600000000000002,1.44,4.18,2.29,3.43,45
North Dakota,2020-03-26,2.71,1.49,4.07,2.27,3.34,58
North Dakota,2020-03-27,2.5500000000000003,1.3900000000000001,3.8000000000000003,2.14,3.14,68
North Dakota,2020-03-28,2.41,1.3,3.5700000000000003,2.02,2.96,94
North Dakota,2020-03-29,2.29,1.25,3.41,1.9000000000000001,2.79,98
North Dakota,2020-03-30,2.13,1.1500000000000001,3.22,1.76,2.61,109
North Dakota,2020-03-31,2.06,1.08,3.0700000000000003,1.7,2.52,126
North Dakota,2020-04-01,1.94,1.0,2.93,1.55,2.34,147
North Dakota,2020-04-02,1.84,0.92,2.8000000000000003,1.47,2.24,159
North Dakota,2020-04-03,1.8,0.9,2.74,1.49,2.25,173
North Dakota,2020-04-04,1.71,0.8200000000000001,2.62,1.3800000000000001,2.12,186
North Dakota,2020-04-05,1.6400000000000001,0.75,2.52,1.33,2.06,207
North Dakota,2020-04-06,1.58,0.72,2.47,1.27,1.99,225
North Dakota,2020-04-07,1.49,0.61,2.34,1.1500000000000001,1.86,237
North Dakota,2020-04-08,1.44,0.58,2.3000000000000003,1.1400000000000001,1.85,251
North Dakota,2020-04-09,1.37,0.54,2.2600000000000002,1.08,1.79,269
North Dakota,2020-04-10,1.34,0.47000000000000003,2.18,1.05,1.76,278
North Dakota,2020-04-11,1.35,0.5,2.21,1.07,1.78,293
North Dakota,2020-04-12,1.36,0.53,2.24,1.03,1.73,308
North Dakota,2020-04-13,1.36,0.54,2.24,1.07,1.77,331
North Dakota,2020-04-14,1.48,0.66,2.34,1.18,1.87,341
North Dakota,2020-04-15,1.7,0.88,2.5100000000000002,1.4000000000000001,2.07,365
North Dakota,2020-04-16,1.8900000000000001,1.12,2.68,1.59,2.23,393
North Dakota,2020-04-17,2.0,1.28,2.7600000000000002,1.75,2.36,439
North Dakota,2020-04-18,1.92,1.23,2.63,1.69,2.27,528
North Dakota,2020-04-19,1.75,1.08,2.42,1.49,2.04,585
North Dakota,2020-04-20,1.56,0.93,2.24,1.33,1.87,627
North Dakota,2020-04-21,1.34,0.71,2.0,1.1,1.6300000000000001,644
Ohio,2020-03-09,4.0,1.58,8.290000000000001,2.83,5.57,3
Ohio,2020-03-10,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,3
Ohio,2020-03-11,4.47,1.98,7.97,3.42,5.94,4
Ohio,2020-03-12,4.5,2.2,7.3,3.58,5.73,5
Ohio,2020-03-13,4.17,2.2,6.43,3.36,5.13,13
Ohio,2020-03-14,3.99,2.27,5.89,3.34,4.8500000000000005,26
Ohio,2020-03-15,3.54,2.08,5.17,2.96,4.24,37
Ohio,2020-03-16,3.42,2.1,4.83,2.93,4.0600000000000005,50
Ohio,2020-03-17,3.21,2.06,4.48,2.79,3.79,67
Ohio,2020-03-18,3.25,2.17,4.32,2.87,3.7600000000000002,90
Ohio,2020-03-19,3.36,2.45,4.3500000000000005,3.02,3.8000000000000003,120
Ohio,2020-03-20,3.31,2.49,4.14,3.0100000000000002,3.69,169
Ohio,2020-03-21,3.15,2.43,3.88,2.9,3.5,247
Ohio,2020-03-22,2.95,2.3000000000000003,3.59,2.7,3.23,351
Ohio,2020-03-23,2.75,2.16,3.33,2.5100000000000002,2.99,444
Ohio,2020-03-24,2.65,2.14,3.22,2.44,2.88,564
Ohio,2020-03-25,2.57,2.07,3.06,2.4,2.81,706
Ohio,2020-03-26,2.47,2.0300000000000002,2.96,2.3000000000000003,2.68,867
Ohio,2020-03-27,2.34,1.93,2.8000000000000003,2.2,2.56,1144
Ohio,2020-03-28,2.14,1.74,2.56,2.0,2.34,1406
Ohio,2020-03-29,1.95,1.57,2.36,1.83,2.16,1665
Ohio,2020-03-30,1.8,1.43,2.2,1.67,1.99,1933
Ohio,2020-03-31,1.7,1.33,2.08,1.57,1.8800000000000001,2199
Ohio,2020-04-01,1.67,1.33,2.07,1.53,1.83,2547
Ohio,2020-04-02,1.59,1.25,1.97,1.48,1.78,2902
Ohio,2020-04-03,1.51,1.17,1.8800000000000001,1.3800000000000001,1.67,3312
Ohio,2020-04-04,1.37,1.04,1.74,1.26,1.55,3739
Ohio,2020-04-05,1.22,0.88,1.57,1.12,1.41,4043
Ohio,2020-04-06,1.11,0.76,1.45,1.0,1.29,4450
Ohio,2020-04-07,1.04,0.71,1.41,0.93,1.22,4782
Ohio,2020-04-08,1.02,0.68,1.3800000000000001,0.9,1.19,5148
Ohio,2020-04-09,1.03,0.6900000000000001,1.3900000000000001,0.91,1.2,5512
Ohio,2020-04-10,1.02,0.67,1.37,0.9,1.19,5878
Ohio,2020-04-11,1.0,0.65,1.35,0.88,1.17,6250
Ohio,2020-04-12,1.04,0.7000000000000001,1.4000000000000001,0.92,1.21,6604
Ohio,2020-04-13,1.17,0.84,1.54,1.06,1.35,6975
Ohio,2020-04-14,1.4000000000000001,1.06,1.74,1.27,1.55,7280
Ohio,2020-04-15,1.78,1.47,2.13,1.6600000000000001,1.93,7791
Ohio,2020-04-16,2.18,1.8800000000000001,2.49,2.05,2.3000000000000003,8414
Ohio,2020-04-17,2.37,2.11,2.68,2.25,2.48,9107
Ohio,2020-04-18,2.22,1.97,2.5,2.14,2.36,10222
Ohio,2020-04-19,1.92,1.68,2.18,1.84,2.05,11602
Ohio,2020-04-20,1.59,1.35,1.84,1.49,1.69,12919
Ohio,2020-04-21,1.3,1.07,1.56,1.21,1.41,13725
Oklahoma,2020-03-06,,,,,,1
Oklahoma,2020-03-07,,,,,,1
Oklahoma,2020-03-08,,,,,,1
Oklahoma,2020-03-09,,,,,,1
Oklahoma,2020-03-10,,,,,,2
Oklahoma,2020-03-11,,,,,,2
Oklahoma,2020-03-12,4.0,1.58,8.290000000000001,2.83,5.57,2
Oklahoma,2020-03-13,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,3
Oklahoma,2020-03-14,3.98,1.7,7.3,2.98,5.32,4
Oklahoma,2020-03-15,3.96,1.82,6.86,3.08,5.2,8
Oklahoma,2020-03-16,4.09,2.0,6.58,3.29,5.22,10
Oklahoma,2020-03-17,3.91,2.02,5.99,3.14,4.8,18
Oklahoma,2020-03-18,3.47,1.8800000000000001,5.3,2.88,4.3100000000000005,29
Oklahoma,2020-03-19,3.16,1.69,4.73,2.63,3.9,44
