state,date,ML,Low_90,High_90,Low_50,High_50,cases
Oklahoma,2020-03-20,2.92,1.59,4.36,2.42,3.5700000000000003,49
Oklahoma,2020-03-21,2.73,1.49,4.05,2.25,3.31,53
Oklahoma,2020-03-22,2.88,1.71,4.12,2.46,3.46,67
Oklahoma,2020-03-23,3.14,2.07,4.28,2.73,3.64,81
Oklahoma,2020-03-24,3.3000000000000003,2.34,4.3,2.96,3.77,106
Oklahoma,2020-03-25,3.24,2.41,4.13,2.95,3.66,164
Oklahoma,2020-03-26,2.92,2.18,3.71,2.65,3.2800000000000002,248
Oklahoma,2020-03-27,2.56,1.86,3.25,2.27,2.84,322
Oklahoma,2020-03-28,2.2600000000000002,1.6400000000000001,2.95,2.04,2.58,377
Oklahoma,2020-03-29,2.11,1.5,2.74,1.8800000000000001,2.39,429
Oklahoma,2020-03-30,2.11,1.54,2.73,1.9100000000000001,2.4,481
Oklahoma,2020-03-31,2.14,1.6,2.73,1.96,2.43,566
Oklahoma,2020-04-01,2.18,1.67,2.74,1.99,2.43,719
Oklahoma,2020-04-02,2.04,1.56,2.58,1.87,2.29,879
Oklahoma,2020-04-03,1.81,1.34,2.32,1.6600000000000001,2.07,988
Oklahoma,2020-04-04,1.58,1.12,2.08,1.43,1.83,1159
Oklahoma,2020-04-05,1.31,0.86,1.82,1.16,1.56,1252
Oklahoma,2020-04-06,1.19,0.71,1.67,1.03,1.43,1327
Oklahoma,2020-04-07,1.12,0.65,1.62,0.9500000000000001,1.35,1472
Oklahoma,2020-04-08,1.06,0.59,1.57,0.86,1.26,1524
Oklahoma,2020-04-09,1.08,0.61,1.6,0.92,1.33,1684
Oklahoma,2020-04-10,1.05,0.5700000000000001,1.56,0.88,1.29,1794
Oklahoma,2020-04-11,0.99,0.52,1.52,0.81,1.22,1868
Oklahoma,2020-04-12,0.98,0.49,1.49,0.79,1.2,1970
Oklahoma,2020-04-13,0.93,0.44,1.45,0.77,1.19,2069
Oklahoma,2020-04-14,0.9400000000000001,0.46,1.48,0.77,1.19,2184
Oklahoma,2020-04-15,0.98,0.49,1.51,0.8,1.22,2263
Oklahoma,2020-04-16,0.91,0.41000000000000003,1.43,0.73,1.1500000000000001,2357
Oklahoma,2020-04-17,0.86,0.36,1.3900000000000001,0.7000000000000001,1.1300000000000001,2465
Oklahoma,2020-04-18,0.84,0.34,1.3800000000000001,0.67,1.1,2570
Oklahoma,2020-04-19,0.85,0.35000000000000003,1.4000000000000001,0.65,1.08,2599
Oklahoma,2020-04-20,0.89,0.39,1.45,0.73,1.17,2680
Oklahoma,2020-04-21,0.96,0.44,1.5,0.79,1.23,2807
Oregon,2020-02-28,,,,,,1
Oregon,2020-02-29,,,,,,1
Oregon,2020-03-01,,,,,,2
Oregon,2020-03-02,,,,,,2
Oregon,2020-03-03,,,,,,2
Oregon,2020-03-04,,,,,,2
Oregon,2020-03-05,4.0,1.58,8.290000000000001,2.83,5.57,2
Oregon,2020-03-06,4.25,1.81,8.120000000000001,3.18,5.8100000000000005,2
Oregon,2020-03-07,3.7600000000000002,1.6,6.72,2.89,5.04,6
Oregon,2020-03-08,3.7800000000000002,1.7,6.43,2.94,4.93,13
Oregon,2020-03-09,3.65,1.77,6.04,2.87,4.66,13
Oregon,2020-03-10,3.2600000000000002,1.59,5.3500000000000005,2.5500000000000003,4.12,14
Oregon,2020-03-11,3.0,1.45,4.89,2.41,3.85,20
Oregon,2020-03-12,2.8000000000000003,1.36,4.58,2.22,3.56,30
Oregon,2020-03-13,2.7800000000000002,1.36,4.45,2.25,3.54,30
Oregon,2020-03-14,2.73,1.37,4.32,2.15,3.37,36
Oregon,2020-03-15,2.66,1.33,4.13,2.14,3.3000000000000003,39
Oregon,2020-03-16,2.67,1.3800000000000001,4.05,2.21,3.3200000000000003,46
Oregon,2020-03-17,2.72,1.5,4.03,2.29,3.34,66
Oregon,2020-03-18,2.62,1.46,3.8200000000000003,2.22,3.2,74
Oregon,2020-03-19,2.58,1.49,3.7,2.16,3.0700000000000003,87
Oregon,2020-03-20,2.5,1.5,3.5700000000000003,2.11,2.96,114
Oregon,2020-03-21,2.37,1.42,3.36,2.02,2.82,137
Oregon,2020-03-22,2.33,1.45,3.2800000000000002,1.98,2.73,161
Oregon,2020-03-23,2.2800000000000002,1.4000000000000001,3.12,1.97,2.68,191
Oregon,2020-03-24,2.38,1.58,3.2,2.1,2.77,209
Oregon,2020-03-25,2.39,1.6500000000000001,3.16,2.11,2.73,266
Oregon,2020-03-26,2.38,1.7,3.11,2.13,2.71,316
Oregon,2020-03-27,2.25,1.61,2.93,1.99,2.5300000000000002,414
Oregon,2020-03-28,2.09,1.49,2.74,1.9000000000000001,2.42,479
Oregon,2020-03-29,1.85,1.27,2.47,1.6600000000000001,2.16,548
Oregon,2020-03-30,1.69,1.12,2.29,1.47,1.95,606
Oregon,2020-03-31,1.57,1.01,2.16,1.3900000000000001,1.87,690
Oregon,2020-04-01,1.52,0.98,2.12,1.33,1.8,736
Oregon,2020-04-02,1.48,0.92,2.04,1.26,1.72,826
Oregon,2020-04-03,1.42,0.89,2.0,1.24,1.7,899
Oregon,2020-04-04,1.33,0.79,1.8900000000000001,1.11,1.56,999
Oregon,2020-04-05,1.23,0.7000000000000001,1.8,1.02,1.47,1068
Oregon,2020-04-06,1.11,0.5700000000000001,1.67,0.88,1.33,1132
Oregon,2020-04-07,1.03,0.48,1.59,0.84,1.3,1181
Oregon,2020-04-08,1.01,0.45,1.57,0.79,1.25,1239
Oregon,2020-04-09,1.04,0.48,1.61,0.86,1.33,1321
Oregon,2020-04-10,1.05,0.51,1.6500000000000001,0.86,1.33,1371
Oregon,2020-04-11,1.06,0.51,1.6500000000000001,0.87,1.34,1447
Oregon,2020-04-12,0.98,0.43,1.57,0.79,1.26,1527
Oregon,2020-04-13,0.91,0.35000000000000003,1.49,0.7000000000000001,1.17,1584
Oregon,2020-04-14,0.87,0.31,1.46,0.68,1.16,1633
Oregon,2020-04-15,0.84,0.27,1.43,0.62,1.1,1663
Oregon,2020-04-16,0.88,0.31,1.49,0.68,1.17,1736
Oregon,2020-04-17,0.91,0.33,1.52,0.6900000000000001,1.18,1785
Oregon,2020-04-18,0.9400000000000001,0.34,1.53,0.71,1.2,1844
Oregon,2020-04-19,0.9500000000000001,0.37,1.57,0.71,1.2,1910
Oregon,2020-04-20,0.9,0.3,1.49,0.71,1.21,1956
Oregon,2020-04-21,0.89,0.31,1.51,0.6900000000000001,1.19,2002
Pennsylvania,2020-03-06,4.0,1.58,8.290000000000001,2.83,5.57,2
Pennsylvania,2020-03-07,3.56,1.52,6.72,2.62,4.78,4
Pennsylvania,2020-03-08,3.6,1.61,6.390000000000001,2.69,4.69,6
Pennsylvania,2020-03-09,3.24,1.5,5.64,2.46,4.19,10
Pennsylvania,2020-03-10,3.22,1.54,5.41,2.52,4.14,12
Pennsylvania,2020-03-11,3.3200000000000003,1.6300000000000001,5.2700000000000005,2.59,4.11,16
Pennsylvania,2020-03-12,3.2600000000000002,1.68,5.0,2.68,4.07,22
Pennsylvania,2020-03-13,3.2600000000000002,1.83,4.86,2.72,3.98,41
Pennsylvania,2020-03-14,3.04,1.72,4.43,2.49,3.61,47
Pennsylvania,2020-03-15,2.92,1.74,4.21,2.47,3.49,68
Pennsylvania,2020-03-16,2.92,1.84,4.1,2.5100000000000002,3.44,81
Pennsylvania,2020-03-17,3.0,1.98,4.0200000000000005,2.61,3.45,101
Pennsylvania,2020-03-18,3.19,2.3000000000000003,4.12,2.86,3.61,139
Pennsylvania,2020-03-19,3.2600000000000002,2.5,4.1,3.0,3.66,187
Pennsylvania,2020-03-20,3.18,2.5,3.9,2.95,3.5300000000000002,269
Pennsylvania,2020-03-21,3.0700000000000003,2.47,3.71,2.85,3.36,388
Pennsylvania,2020-03-22,3.0,2.46,3.56,2.83,3.29,504
Pennsylvania,2020-03-23,3.1,2.61,3.59,2.94,3.35,644
Pennsylvania,2020-03-24,3.13,2.72,3.6,2.98,3.34,851
Pennsylvania,2020-03-25,3.0700000000000003,2.69,3.47,2.92,3.24,1151
Pennsylvania,2020-03-26,2.88,2.54,3.25,2.75,3.04,1690
Pennsylvania,2020-03-27,2.6,2.27,2.92,2.49,2.7600000000000002,2218
Pennsylvania,2020-03-28,2.33,2.0300000000000002,2.65,2.24,2.5,2815
Pennsylvania,2020-03-29,2.06,1.78,2.37,1.98,2.23,3441
Pennsylvania,2020-03-30,1.95,1.67,2.24,1.86,2.1,4156
Pennsylvania,2020-03-31,1.97,1.71,2.2600000000000002,1.8900000000000001,2.12,4997
Pennsylvania,2020-04-01,2.06,1.81,2.33,1.98,2.2,5805
Pennsylvania,2020-04-02,2.06,1.83,2.33,1.99,2.2,7016
Pennsylvania,2020-04-03,1.94,1.71,2.18,1.8800000000000001,2.08,8420
Pennsylvania,2020-04-04,1.73,1.52,1.98,1.6600000000000001,1.85,10109
Pennsylvania,2020-04-05,1.56,1.35,1.8,1.49,1.68,11589
Pennsylvania,2020-04-06,1.42,1.21,1.6500000000000001,1.34,1.52,13074
Pennsylvania,2020-04-07,1.33,1.12,1.55,1.26,1.44,14582
Pennsylvania,2020-04-08,1.26,1.06,1.49,1.19,1.37,16414
Pennsylvania,2020-04-09,1.1300000000000001,0.93,1.36,1.06,1.24,18379
Pennsylvania,2020-04-10,0.9400000000000001,0.74,1.17,0.88,1.06,20128
Pennsylvania,2020-04-11,0.75,0.54,0.98,0.67,0.85,21774
Pennsylvania,2020-04-12,0.58,0.37,0.8200000000000001,0.52,0.71,22955
Pennsylvania,2020-04-13,0.59,0.37,0.8300000000000001,0.51,0.7000000000000001,24295
Pennsylvania,2020-04-14,0.8,0.56,1.02,0.71,0.9,25591
Pennsylvania,2020-04-15,1.03,0.8,1.26,0.9500000000000001,1.1400000000000001,26804
Pennsylvania,2020-04-16,1.17,0.96,1.42,1.1,1.29,28314
Pennsylvania,2020-04-17,1.09,0.88,1.33,1.03,1.22,30121
Pennsylvania,2020-04-18,0.97,0.76,1.21,0.91,1.1,31742
Pennsylvania,2020-04-19,0.85,0.64,1.1,0.78,0.97,32992
Pennsylvania,2020-04-20,0.74,0.52,0.98,0.66,0.85,34005
Pennsylvania,2020-04-21,0.7000000000000001,0.47000000000000003,0.9400000000000001,0.64,0.84,35384
Rhode Island,2020-03-01,,,,,,2
Rhode Island,2020-03-02,,,,,,2
Rhode Island,2020-03-03,,,,,,2
Rhode Island,2020-03-04,,,,,,2
Rhode Island,2020-03-05,,,,,,2
Rhode Island,2020-03-06,,,,,,3
Rhode Island,2020-03-07,,,,,,3
Rhode Island,2020-03-08,,,,,,3
Rhode Island,2020-03-09,,,,,,3
Rhode Island,2020-03-10,4.0,1.58,8.290000000000001,2.83,5.57,5
Rhode Island,2020-03-11,4.25,1.81,8.120000000000001,3.18,5.8100000000000005,5
Rhode Island,2020-03-12,4.18,1.87,7.29,3.2,5.48,5
Rhode Island,2020-03-13,3.63,1.69,6.18,2.86,4.75,20
Rhode Island,2020-03-14,3.3000000000000003,1.52,5.51,2.52,4.19,20
Rhode Island,2020-03-15,3.06,1.41,5.08,2.43,3.97,20
Rhode Island,2020-03-16,3.06,1.49,5.01,2.43,3.9,21
Rhode Island,2020-03-17,2.85,1.34,4.61,2.19,3.5500000000000003,23
Rhode Island,2020-03-18,2.96,1.48,4.65,2.39,3.71,33
Rhode Island,2020-03-19,3.1,1.6600000000000001,4.67,2.5500000000000003,3.8000000000000003,44
Rhode Island,2020-03-20,3.08,1.72,4.49,2.59,3.74,44
Rhode Island,2020-03-21,2.9,1.68,4.21,2.47,3.52,66
Rhode Island,2020-03-22,2.73,1.61,3.94,2.3000000000000003,3.2600000000000002,83
Rhode Island,2020-03-23,2.57,1.53,3.69,2.18,3.0700000000000003,106
Rhode Island,2020-03-24,2.49,1.51,3.5300000000000002,2.11,2.94,124
Rhode Island,2020-03-25,2.35,1.44,3.34,2.0,2.7800000000000002,132
Rhode Island,2020-03-26,2.35,1.48,3.27,2.05,2.79,165
Rhode Island,2020-03-27,2.54,1.72,3.39,2.25,2.94,203
Rhode Island,2020-03-28,2.61,1.87,3.41,2.31,2.94,239
Rhode Island,2020-03-29,2.61,1.92,3.33,2.35,2.93,294
Rhode Island,2020-03-30,2.46,1.82,3.12,2.25,2.79,408
Rhode Island,2020-03-31,2.23,1.6400000000000001,2.86,2.0,2.5,488
Rhode Island,2020-04-01,2.0100000000000002,1.44,2.6,1.82,2.3000000000000003,566
Rhode Island,2020-04-02,1.84,1.28,2.4,1.62,2.08,657
Rhode Island,2020-04-03,1.75,1.2,2.29,1.55,2.0,711
Rhode Island,2020-04-04,1.79,1.29,2.36,1.61,2.05,806
Rhode Island,2020-04-05,1.9000000000000001,1.4000000000000001,2.43,1.74,2.17,922
Rhode Island,2020-04-06,2.0300000000000002,1.54,2.52,1.8800000000000001,2.29,1082
Rhode Island,2020-04-07,2.15,1.7,2.63,1.96,2.34,1229
Rhode Island,2020-04-08,2.18,1.77,2.65,2.02,2.38,1450
Rhode Island,2020-04-09,2.12,1.73,2.56,1.98,2.32,1727
Rhode Island,2020-04-10,1.99,1.62,2.41,1.8800000000000001,2.21,2015
Rhode Island,2020-04-11,1.81,1.44,2.2,1.6600000000000001,1.97,2349
Rhode Island,2020-04-12,1.58,1.21,1.95,1.47,1.78,2665
Rhode Island,2020-04-13,1.3800000000000001,1.03,1.77,1.27,1.58,2976
Rhode Island,2020-04-14,1.26,0.91,1.6500000000000001,1.1500000000000001,1.46,3251
Rhode Island,2020-04-15,1.18,0.8300000000000001,1.57,1.07,1.3800000000000001,3529
Rhode Island,2020-04-16,1.11,0.75,1.49,1.0,1.31,3838
Rhode Island,2020-04-17,1.1,0.75,1.49,0.99,1.3,4177
Rhode Island,2020-04-18,1.1400000000000001,0.79,1.53,1.03,1.34,4491
Rhode Island,2020-04-19,1.16,0.8,1.53,1.02,1.32,4706
Rhode Island,2020-04-20,1.19,0.85,1.58,1.07,1.37,5090
Rhode Island,2020-04-21,1.23,0.89,1.61,1.12,1.42,5500
South Carolina,2020-03-06,4.0,1.58,8.290000000000001,2.83,5.57,2
South Carolina,2020-03-07,3.56,1.52,6.72,2.62,4.78,2
South Carolina,2020-03-08,3.2800000000000002,1.44,5.98,2.52,4.42,6
South Carolina,2020-03-09,3.09,1.35,5.49,2.34,4.07,7
South Carolina,2020-03-10,2.94,1.3,5.17,2.2800000000000002,3.9,9
South Carolina,2020-03-11,2.82,1.24,4.91,2.15,3.68,10
South Carolina,2020-03-12,2.89,1.32,4.93,2.2800000000000002,3.79,12
South Carolina,2020-03-13,2.91,1.36,4.83,2.31,3.7600000000000002,13
South Carolina,2020-03-14,2.87,1.37,4.66,2.27,3.64,19
South Carolina,2020-03-15,2.94,1.45,4.58,2.33,3.63,28
South Carolina,2020-03-16,3.0300000000000002,1.62,4.5600000000000005,2.49,3.71,33
South Carolina,2020-03-17,3.09,1.81,4.5200000000000005,2.61,3.73,47
South Carolina,2020-03-18,3.18,2.0100000000000002,4.46,2.74,3.75,60
South Carolina,2020-03-19,3.04,1.97,4.15,2.65,3.5500000000000003,81
South Carolina,2020-03-20,3.12,2.16,4.11,2.74,3.54,126
South Carolina,2020-03-21,2.94,2.1,3.84,2.66,3.38,172
South Carolina,2020-03-22,2.79,2.0300000000000002,3.6,2.5300000000000002,3.18,194
South Carolina,2020-03-23,2.52,1.83,3.27,2.25,2.84,299
South Carolina,2020-03-24,2.29,1.62,2.96,2.0300000000000002,2.58,342
South Carolina,2020-03-25,2.15,1.53,2.8000000000000003,1.9000000000000001,2.42,424
South Carolina,2020-03-26,2.08,1.48,2.69,1.87,2.37,456
South Carolina,2020-03-27,2.05,1.49,2.65,1.86,2.34,539
South Carolina,2020-03-28,2.13,1.58,2.68,1.96,2.42,660
South Carolina,2020-03-29,2.15,1.6600000000000001,2.71,1.97,2.4,774
South Carolina,2020-03-30,2.21,1.74,2.73,2.05,2.46,925
South Carolina,2020-03-31,2.1,1.6400000000000001,2.57,1.96,2.35,1083
South Carolina,2020-04-01,1.96,1.53,2.42,1.82,2.19,1293
South Carolina,2020-04-02,1.75,1.32,2.18,1.62,1.98,1554
South Carolina,2020-04-03,1.53,1.12,1.97,1.3800000000000001,1.73,1700
South Carolina,2020-04-04,1.34,0.9500000000000001,1.8,1.2,1.55,1917
South Carolina,2020-04-05,1.16,0.76,1.61,1.02,1.37,2049
South Carolina,2020-04-06,1.09,0.6900000000000001,1.55,0.93,1.28,2232
South Carolina,2020-04-07,1.18,0.77,1.6300000000000001,1.05,1.41,2417
South Carolina,2020-04-08,1.18,0.78,1.6400000000000001,1.02,1.37,2552
South Carolina,2020-04-09,1.17,0.76,1.61,1.02,1.37,2792
South Carolina,2020-04-10,1.06,0.66,1.51,0.92,1.27,3065
South Carolina,2020-04-11,0.88,0.46,1.31,0.72,1.07,3207
South Carolina,2020-04-12,0.71,0.3,1.17,0.5700000000000001,0.93,3319
South Carolina,2020-04-13,0.68,0.26,1.1500000000000001,0.54,0.91,3439
South Carolina,2020-04-14,0.74,0.3,1.21,0.59,0.97,3553
South Carolina,2020-04-15,0.9400000000000001,0.5,1.42,0.79,1.17,3656
South Carolina,2020-04-16,1.06,0.62,1.53,0.92,1.3,3931
South Carolina,2020-04-17,1.01,0.58,1.48,0.85,1.22,4086
South Carolina,2020-04-18,0.93,0.5,1.4000000000000001,0.78,1.1500000000000001,4246
South Carolina,2020-04-19,0.84,0.41000000000000003,1.32,0.66,1.03,4377
South Carolina,2020-04-20,0.72,0.27,1.18,0.5700000000000001,0.9500000000000001,4439
South Carolina,2020-04-21,0.76,0.29,1.22,0.61,1.0,4608
South Dakota,2020-03-10,,,,,,5
South Dakota,2020-03-11,,,,,,8
South Dakota,2020-03-12,,,,,,8
South Dakota,2020-03-13,,,,,,9
South Dakota,2020-03-14,,,,,,9
South Dakota,2020-03-15,,,,,,9
South Dakota,2020-03-16,4.0,1.58,8.290000000000001,2.83,5.57,10
South Dakota,2020-03-17,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,11
South Dakota,2020-03-18,3.56,1.49,6.71,2.65,4.82,11
South Dakota,2020-03-19,3.41,1.42,6.2700000000000005,2.5300000000000002,4.55,14
South Dakota,2020-03-20,3.61,1.57,6.390000000000001,2.7600000000000002,4.78,14
South Dakota,2020-03-21,3.64,1.69,6.22,2.84,4.74,14
South Dakota,2020-03-22,3.5500000000000003,1.7,5.84,2.74,4.47,21
South Dakota,2020-03-23,3.39,1.6600000000000001,5.42,2.68,4.25,28
South Dakota,2020-03-24,3.22,1.62,5.05,2.59,4.0200000000000005,30
South Dakota,2020-03-25,3.0500000000000003,1.56,4.71,2.47,3.7800000000000002,41
South Dakota,2020-03-26,3.0,1.58,4.51,2.49,3.71,46
South Dakota,2020-03-27,2.9,1.59,4.3,2.38,3.5,58
South Dakota,2020-03-28,2.7,1.45,3.95,2.27,3.31,68
South Dakota,2020-03-29,2.5300000000000002,1.3900000000000001,3.73,2.13,3.1,90
South Dakota,2020-03-30,2.45,1.3800000000000001,3.59,2.04,2.95,101
South Dakota,2020-03-31,2.37,1.35,3.44,1.98,2.84,108
South Dakota,2020-04-01,2.33,1.37,3.35,2.0,2.82,129
South Dakota,2020-04-02,2.2800000000000002,1.3800000000000001,3.2600000000000002,1.93,2.7,165
South Dakota,2020-04-03,2.25,1.4000000000000001,3.18,1.93,2.66,187
South Dakota,2020-04-04,2.17,1.33,3.0100000000000002,1.84,2.5300000000000002,212
South Dakota,2020-04-05,2.15,1.37,2.97,1.87,2.5300000000000002,240
South Dakota,2020-04-06,2.11,1.37,2.89,1.86,2.49,288
South Dakota,2020-04-07,2.17,1.46,2.9,1.8800000000000001,2.47,320
South Dakota,2020-04-08,2.17,1.5,2.86,1.92,2.48,393
South Dakota,2020-04-09,2.18,1.56,2.85,1.95,2.48,447
South Dakota,2020-04-10,2.19,1.58,2.79,1.97,2.47,536
South Dakota,2020-04-11,2.15,1.6,2.75,1.93,2.4,626
South Dakota,2020-04-12,2.12,1.6,2.69,1.94,2.39,730
South Dakota,2020-04-13,2.05,1.54,2.57,1.8800000000000001,2.31,868
South Dakota,2020-04-14,1.8900000000000001,1.41,2.4,1.73,2.14,988
South Dakota,2020-04-15,1.74,1.27,2.23,1.58,1.98,1168
South Dakota,2020-04-16,1.51,1.04,1.98,1.35,1.74,1311
South Dakota,2020-04-17,1.27,0.81,1.75,1.12,1.51,1411
South Dakota,2020-04-18,1.05,0.59,1.54,0.87,1.26,1542
South Dakota,2020-04-19,0.86,0.39,1.36,0.6900000000000001,1.09,1635
South Dakota,2020-04-20,0.75,0.27,1.26,0.5700000000000001,0.98,1685
South Dakota,2020-04-21,0.6900000000000001,0.18,1.18,0.5,0.92,1755
Tennessee,2020-03-05,,,,,,1
Tennessee,2020-03-06,4.0,1.58,8.290000000000001,2.83,5.57,1
Tennessee,2020-03-07,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,1
Tennessee,2020-03-08,3.56,1.49,6.71,2.65,4.82,3
Tennessee,2020-03-09,3.77,1.67,6.82,2.8000000000000003,4.95,4
Tennessee,2020-03-10,3.79,1.73,6.48,2.86,4.8500000000000005,7
Tennessee,2020-03-11,3.66,1.75,6.03,2.92,4.72,8
Tennessee,2020-03-12,3.7,1.87,5.79,2.96,4.6000000000000005,18
Tennessee,2020-03-13,3.38,1.77,5.23,2.72,4.16,26
Tennessee,2020-03-14,3.27,1.76,4.9,2.72,4.03,32
Tennessee,2020-03-15,3.11,1.74,4.59,2.57,3.75,39
Tennessee,2020-03-16,3.3000000000000003,2.05,4.67,2.82,3.9,52
Tennessee,2020-03-17,3.48,2.33,4.65,3.0700000000000003,4.03,73
Tennessee,2020-03-18,3.5300000000000002,2.5300000000000002,4.54,3.17,4.0,98
Tennessee,2020-03-19,3.5100000000000002,2.66,4.39,3.18,3.89,155
Tennessee,2020-03-20,3.2600000000000002,2.52,4.0200000000000005,3.0,3.62,237
Tennessee,2020-03-21,3.0500000000000003,2.4,3.73,2.83,3.38,312
Tennessee,2020-03-22,2.7800000000000002,2.2,3.4,2.59,3.09,424
Tennessee,2020-03-23,2.57,2.02,3.12,2.4,2.86,522
Tennessee,2020-03-24,2.4,1.9000000000000001,2.93,2.24,2.67,679
Tennessee,2020-03-25,2.23,1.75,2.72,2.06,2.46,806
Tennessee,2020-03-26,2.09,1.6400000000000001,2.57,1.9100000000000001,2.29,981
Tennessee,2020-03-27,1.9100000000000001,1.49,2.39,1.76,2.13,1180
Tennessee,2020-03-28,1.82,1.4000000000000001,2.27,1.67,2.0300000000000002,1364
Tennessee,2020-03-29,1.99,1.59,2.43,1.86,2.21,1570
Tennessee,2020-03-30,1.98,1.58,2.38,1.83,2.16,1721
Tennessee,2020-03-31,1.8800000000000001,1.51,2.2800000000000002,1.76,2.08,2049
Tennessee,2020-04-01,1.67,1.31,2.06,1.54,1.85,2690
Tennessee,2020-04-02,1.37,1.01,1.75,1.25,1.56,2869
Tennessee,2020-04-03,1.09,0.72,1.46,0.97,1.28,3032
Tennessee,2020-04-04,0.88,0.52,1.28,0.74,1.05,3265
Tennessee,2020-04-05,0.77,0.4,1.18,0.63,0.9500000000000001,3538
Tennessee,2020-04-06,0.88,0.49,1.28,0.75,1.08,3753
Tennessee,2020-04-07,0.99,0.6,1.3900000000000001,0.87,1.2,4010
Tennessee,2020-04-08,0.99,0.61,1.4000000000000001,0.87,1.2,4246
Tennessee,2020-04-09,0.9500000000000001,0.5700000000000001,1.36,0.8300000000000001,1.16,4456
Tennessee,2020-04-10,0.99,0.6,1.3900000000000001,0.87,1.2,4793
Tennessee,2020-04-11,0.9400000000000001,0.55,1.34,0.8200000000000001,1.1500000000000001,4983
Tennessee,2020-04-12,0.93,0.55,1.35,0.8,1.1300000000000001,5144
Tennessee,2020-04-13,0.91,0.53,1.33,0.78,1.11,5483
Tennessee,2020-04-14,0.9500000000000001,0.56,1.36,0.81,1.1400000000000001,5654
Tennessee,2020-04-15,1.02,0.63,1.43,0.88,1.21,5878
Tennessee,2020-04-16,1.05,0.67,1.47,0.92,1.25,6090
Tennessee,2020-04-17,0.97,0.6,1.4000000000000001,0.84,1.17,6438
Tennessee,2020-04-18,1.01,0.63,1.43,0.88,1.21,6637
Tennessee,2020-04-19,0.98,0.61,1.41,0.85,1.18,6845
Tennessee,2020-04-20,1.0,0.63,1.43,0.87,1.2,7015
Tennessee,2020-04-21,1.0,0.63,1.43,0.87,1.2,7341
Texas,2020-02-12,,,,,,1
Texas,2020-02-13,,,,,,2
Texas,2020-02-14,,,,,,2
Texas,2020-02-15,,,,,,2
Texas,2020-02-16,,,,,,2
Texas,2020-02-17,,,,,,2
Texas,2020-02-18,,,,,,2
Texas,2020-02-19,,,,,,2
Texas,2020-02-20,,,,,,2
Texas,2020-02-21,,,,,,4
Texas,2020-02-22,,,,,,4
Texas,2020-02-23,,,,,,4
Texas,2020-02-24,,,,,,10
Texas,2020-02-25,,,,,,10
Texas,2020-02-26,,,,,,10
Texas,2020-02-27,,,,,,10
Texas,2020-02-28,,,,,,11
Texas,2020-02-29,,,,,,11
Texas,2020-03-01,,,,,,11
Texas,2020-03-02,,,,,,11
Texas,2020-03-03,4.0,1.58,8.290000000000001,2.83,5.57,11
Texas,2020-03-04,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,12
Texas,2020-03-05,3.98,1.7,7.3,2.98,5.32,16
Texas,2020-03-06,3.6,1.6,6.4,2.74,4.75,19
Texas,2020-03-07,3.63,1.69,6.2,2.8000000000000003,4.69,19
Texas,2020-03-08,3.3000000000000003,1.53,5.54,2.58,4.26,23
Texas,2020-03-09,3.0700000000000003,1.42,5.11,2.37,3.91,24
Texas,2020-03-10,3.25,1.57,5.16,2.58,4.08,31
Texas,2020-03-11,3.2600000000000002,1.71,5.07,2.67,4.07,33
Texas,2020-03-12,3.18,1.74,4.82,2.64,3.92,41
Texas,2020-03-13,2.93,1.61,4.41,2.43,3.59,58
Texas,2020-03-14,2.73,1.48,4.0600000000000005,2.27,3.34,69
Texas,2020-03-15,2.81,1.62,4.04,2.36,3.36,80
Texas,2020-03-16,3.04,1.92,4.15,2.63,3.5500000000000003,87
Texas,2020-03-17,3.48,2.5,4.48,3.14,3.96,106
Texas,2020-03-18,3.7600000000000002,2.94,4.63,3.42,4.11,166
Texas,2020-03-19,3.5300000000000002,2.82,4.25,3.2800000000000002,3.87,248
Texas,2020-03-20,3.15,2.5300000000000002,3.7800000000000002,2.95,3.47,377
Texas,2020-03-21,2.72,2.17,3.3000000000000003,2.54,3.0100000000000002,547
Texas,2020-03-22,2.45,1.94,2.99,2.25,2.68,632
Texas,2020-03-23,2.46,1.97,2.95,2.31,2.72,728
Texas,2020-03-24,2.57,2.13,3.0500000000000003,2.42,2.8000000000000003,857
Texas,2020-03-25,2.5100000000000002,2.1,2.95,2.36,2.71,1119
Texas,2020-03-26,2.52,2.14,2.93,2.4,2.73,1543
Texas,2020-03-27,2.27,1.9100000000000001,2.65,2.15,2.46,1942
Texas,2020-03-28,2.05,1.71,2.42,1.92,2.21,2161
Texas,2020-03-29,1.92,1.59,2.27,1.8,2.08,2712
Texas,2020-03-30,1.83,1.51,2.17,1.7,1.97,3043
Texas,2020-03-31,1.86,1.56,2.2,1.77,2.04,3576
Texas,2020-04-01,1.93,1.62,2.23,1.8,2.05,4261
Texas,2020-04-02,1.74,1.46,2.05,1.6600000000000001,1.9100000000000001,4880
Texas,2020-04-03,1.7,1.41,1.98,1.61,1.85,5669
Texas,2020-04-04,1.55,1.28,1.84,1.45,1.68,6566
Texas,2020-04-05,1.45,1.18,1.73,1.36,1.59,7091
Texas,2020-04-06,1.55,1.29,1.83,1.44,1.6600000000000001,8104
